cardholder_id,program_provider_id,card_id,external_user_id,merchant_id,name,category,transaction_id,transaction_date,authorized_amount,transaction_amount,authorized_amount_in_usd,cashback_amount,created_at,Recency,Frequency,Monetary,Cluster
314_2,17,cb1d3aaf-082e-ef11-abbe-043f72dce83d,VOXJAPAN1718779961660,286,Nakau,Restaurants,464172082149990,2024-06-20 02:16:54,450.0,450.0,2.86,67.0,2024-06-20 02:16:57,15.0,21.0,10020.0,2.0
626_2,17,4edf6043-ff2d-ef11-abbe-043f72dce83d,VOXJAPAN1718775846899,287,Sukiya,Restaurants,384172086683970,2024-06-20 02:24:27,650.0,650.0,4.12,97.0,2024-06-20 02:24:31,2.0,14.0,15500.0,2.0
451_2,17,d26ea64a-322e-ef11-abbe-043f72dce83d,VOXJAPAN1718797829562,285,Katsuya,Restaurants,304172087267002,2024-06-20 02:25:26,769.0,769.0,4.88,115.0,2024-06-20 02:25:29,11.0,15.0,8857.0,2.0
22_2,17,de9f067d-202e-ef11-abbe-043f72dce83d,VOXJAPAN1718790187807,289,Mcdonalds,Restaurants,584172093511851,2024-06-20 02:35:51,670.0,670.0,4.25,100.0,2024-06-20 02:35:54,7.0,11.0,16060.0,2.0
576_2,17,62c73b65-1d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718787007324,284,Mosburger,Restaurants,304172096333364,2024-06-20 02:40:33,990.0,990.0,6.28,148.0,2024-06-20 02:40:40,1.0,22.0,14540.0,2.0
574_2,17,57f0a1b3-402e-ef11-abbe-043f72dce83d,VOXJAPAN1718803671859,286,Nakau,Restaurants,384172096736975,2024-06-20 02:41:12,1060.0,1060.0,6.73,159.0,2024-06-20 02:41:15,1.0,32.0,34450.0,2.0
419_2,17,8024f6ca-202e-ef11-abbe-043f72dce83d,VOXJAPAN1718790280025,289,Mcdonalds,Restaurants,304172101745915,2024-06-20 02:49:33,620.0,620.0,3.93,93.0,2024-06-20 02:49:36,1.0,27.0,12876.0,2.0
736_2,17,b1fe251f-522e-ef11-abbe-043f72dce83d,VOXJAPAN1718811189536,289,Mcdonalds,Restaurants,384172102808849,2024-06-20 02:51:19,800.0,800.0,5.08,120.0,2024-06-20 02:51:24,1.0,23.0,17230.0,2.0
162_2,17,f4656e9b-972e-ef11-abbe-043f72dce83d,VOXJAPAN1718841339176,289,Mcdonalds,Restaurants,384172115640340,2024-06-20 03:12:43,760.0,760.0,4.82,114.0,2024-06-20 03:12:56,1.0,13.0,16150.0,2.0
439_2,17,0a04d1e5-422e-ef11-abbe-043f72dce83d,VOXJAPAN1718804623107,284,Mosburger,Restaurants,304172118525406,2024-06-20 03:17:31,690.0,690.0,4.38,103.0,2024-06-20 03:17:35,1.0,14.0,11717.0,2.0
727_2,17,0c944c03-482e-ef11-abbe-043f72dce83d,VOXJAPAN1718806654709,286,Nakau,Restaurants,304172119986383,2024-06-20 03:19:58,730.0,730.0,4.63,109.0,2024-06-20 03:20:01,1.0,18.0,9030.0,2.0
300_2,17,cd62b4d0-282e-ef11-abbe-043f72dce83d,VOXJAPAN1718793242159,287,Sukiya,Restaurants,384172120542739,2024-06-20 03:20:53,630.0,630.0,4.0,94.0,2024-06-20 03:20:57,11.0,15.0,11500.0,2.0
324_2,17,55748244-b22e-ef11-abbe-043f72dce83d,VOXJAPAN1718852757763,287,Sukiya,Restaurants,464172120938823,2024-06-20 03:21:32,630.0,630.0,4.0,94.0,2024-06-20 03:21:35,1.0,15.0,8520.0,2.0
9_2,17,d15bdc7a-9c2e-ef11-abbe-043f72dce83d,VOXJAPAN1718843404902,286,Nakau,Restaurants,384172121423320,2024-06-20 03:22:21,300.0,300.0,1.9,45.0,2024-06-20 03:22:26,2.0,27.0,27915.0,2.0
845_2,17,ef39671c-892e-ef11-abbe-043f72dce83d,VOXJAPAN1718835070382,287,Sukiya,Restaurants,384172121722898,2024-06-20 03:22:51,580.0,580.0,3.68,87.0,2024-06-20 03:22:54,3.0,15.0,9986.0,2.0
336_2,17,cbe3b2af-8c2e-ef11-abbe-043f72dce83d,VOXJAPAN1718836592549,286,Nakau,Restaurants,304172122072616,2024-06-20 03:23:26,520.0,520.0,3.3,78.0,2024-06-20 03:23:31,1.0,25.0,14284.0,2.0
185_2,17,5b1eaead-362e-ef11-abbe-043f72dce83d,VOXJAPAN1718799719601,287,Sukiya,Restaurants,584172122362989,2024-06-20 03:23:55,1100.0,1100.0,6.98,165.0,2024-06-20 03:24:00,9.0,14.0,9140.0,2.0
96_2,17,93ea3ee9-452e-ef11-abbe-043f72dce83d,VOXJAPAN1718806192248,287,Sukiya,Restaurants,464172123703464,2024-06-20 03:26:09,330.0,330.0,2.09,49.0,2024-06-20 03:26:12,6.0,21.0,7330.0,2.0
9_2,17,d15bdc7a-9c2e-ef11-abbe-043f72dce83d,VOXJAPAN1718843404902,289,Mcdonalds,Restaurants,304172126315930,2024-06-20 03:30:31,240.0,240.0,1.52,36.0,2024-06-20 03:30:34,2.0,27.0,27915.0,2.0
537_2,17,8e877f38-b22e-ef11-abbe-043f72dce83d,VOXJAPAN1718852474932,287,Sukiya,Restaurants,584172126596681,2024-06-20 03:30:58,560.0,560.0,3.55,84.0,2024-06-20 03:31:02,1.0,25.0,24620.0,2.0
301_2,17,e41d6d52-b52e-ef11-abbe-043f72dce83d,VOXJAPAN1718854125280,289,Mcdonalds,Restaurants,304172128443664,2024-06-20 03:34:04,600.0,600.0,3.81,90.0,2024-06-20 03:34:08,1.0,17.0,10880.0,2.0
385_2,17,5d32245b-3c2e-ef11-abbe-043f72dce83d,VOXJAPAN1718802095695,287,Sukiya,Restaurants,584172129123738,2024-06-20 03:35:12,530.0,530.0,3.36,79.0,2024-06-20 03:35:15,1.0,25.0,13220.0,2.0
760_2,17,e6094226-422e-ef11-abbe-043f72dce83d,VOXJAPAN1718804631501,287,Sukiya,Restaurants,464172131043147,2024-06-20 03:38:24,660.0,660.0,4.19,99.0,2024-06-20 03:38:27,5.0,15.0,11930.0,2.0
41_2,17,0b267624-b62e-ef11-abbe-043f72dce83d,VOXJAPAN1718854128006,286,Nakau,Restaurants,464172135962612,2024-06-20 03:46:35,530.0,530.0,3.36,79.0,2024-06-20 03:46:49,4.0,14.0,12860.0,2.0
551_2,17,bd48b2a1-362e-ef11-abbe-043f72dce83d,VOXJAPAN1718797156856,285,Katsuya,Restaurants,584172136373909,2024-06-20 03:47:17,792.0,792.0,5.03,118.0,2024-06-20 03:47:20,3.0,14.0,10636.0,2.0
565_2,17,f857c4a1-852e-ef11-abbe-043f72dce83d,VOXJAPAN1718833618413,286,Nakau,Restaurants,464172136946600,2024-06-20 03:48:14,350.0,350.0,2.22,52.0,2024-06-20 03:48:17,1.0,22.0,10730.0,2.0
616_2,17,5ef18025-b42e-ef11-abbe-043f72dce83d,VOXJAPAN1718851869561,285,Katsuya,Restaurants,304172137834392,2024-06-20 03:49:42,692.0,692.0,4.39,103.0,2024-06-20 03:49:46,5.0,33.0,22438.0,2.0
210_2,17,d3bc2f59-ae2e-ef11-abbe-043f72dce83d,VOXJAPAN1718851091103,289,Mcdonalds,Restaurants,304172140625892,2024-06-20 03:54:21,910.0,910.0,5.77,136.0,2024-06-20 03:54:24,2.0,15.0,10300.0,2.0
163_2,17,d672a25b-b42e-ef11-abbe-043f72dce83d,VOXJAPAN1718853679229,285,Katsuya,Restaurants,464172141149005,2024-06-20 03:55:14,1760.0,1760.0,11.17,264.0,2024-06-20 03:55:17,2.0,21.0,14630.0,2.0
248_2,17,2c07beee-282e-ef11-abbe-043f72dce83d,VOXJAPAN1718792016698,287,Sukiya,Restaurants,584172160833712,2024-06-20 04:28:02,730.0,730.0,4.63,109.0,2024-06-20 04:28:06,2.0,16.0,11160.0,2.0
73_2,17,83003e64-892e-ef11-abbe-043f72dce83d,VOXJAPAN1718835163879,289,Mcdonalds,Restaurants,384172163729080,2024-06-20 04:32:51,450.0,450.0,2.86,67.0,2024-06-20 04:32:54,2.0,19.0,9160.0,2.0
25_2,17,fbd107c5-b32e-ef11-abbe-043f72dce83d,VOXJAPAN1718849595870,284,Mosburger,Restaurants,464172168018743,2024-06-20 04:40:00,1340.0,1340.0,8.5,201.0,2024-06-20 04:40:04,7.0,13.0,23382.0,2.0
552_2,17,a7cddef2-992e-ef11-abbe-043f72dce83d,VOXJAPAN1718842340021,289,Mcdonalds,Restaurants,584172169717607,2024-06-20 04:42:50,120.0,120.0,0.76,18.0,2024-06-20 04:42:53,1.0,29.0,5070.0,2.0
632_2,17,46312e60-b12e-ef11-abbe-043f72dce83d,VOXJAPAN1718852270267,286,Nakau,Restaurants,464172172159415,2024-06-20 04:46:54,590.0,590.0,3.74,88.0,2024-06-20 04:46:57,2.0,34.0,21797.0,2.0
755_2,17,7d1b10e9-632e-ef11-abbe-043f72dce83d,VOXJAPAN1718819035337,284,Mosburger,Restaurants,384172177009908,2024-06-20 04:54:59,2660.0,2660.0,16.88,399.0,2024-06-20 04:55:02,10.0,11.0,13420.0,2.0
735_2,17,8bdf97a6-b52e-ef11-abbe-043f72dce83d,VOXJAPAN1718852750692,285,Katsuya,Restaurants,464172182074068,2024-06-20 05:03:27,1540.0,1540.0,9.77,231.0,2024-06-20 05:03:29,4.0,12.0,15424.0,2.0
294_2,17,0d95783a-002e-ef11-abbe-043f72dce83d,VOXJAPAN1718776131397,286,Nakau,Restaurants,384172188257072,2024-06-20 05:13:45,650.0,650.0,4.12,97.0,2024-06-20 05:13:49,10.0,25.0,16716.0,2.0
514_2,17,e0e45123-a12e-ef11-abbe-043f72dce83d,VOXJAPAN1718845468052,287,Sukiya,Restaurants,384172195336822,2024-06-20 05:25:32,710.0,710.0,4.51,106.0,2024-06-20 05:25:35,3.0,16.0,14360.0,2.0
432_2,17,5be810e3-ba2e-ef11-abbe-043f72dce83d,VOXJAPAN1718856487662,285,Katsuya,Restaurants,464172198609939,2024-06-20 05:31:00,516.0,516.0,3.27,77.0,2024-06-20 05:31:03,2.0,27.0,13026.0,2.0
755_2,17,7d1b10e9-632e-ef11-abbe-043f72dce83d,VOXJAPAN1718819035337,289,Mcdonalds,Restaurants,384172199834720,2024-06-20 05:33:02,630.0,630.0,4.0,94.0,2024-06-20 05:33:13,10.0,11.0,13420.0,2.0
358_2,17,37804aee-502e-ef11-abbe-043f72dce83d,VOXJAPAN1718811032645,286,Nakau,Restaurants,304172215180284,2024-06-20 05:58:37,530.0,530.0,3.36,79.0,2024-06-20 05:58:40,5.0,16.0,11159.0,2.0
786_2,17,796de160-c02e-ef11-abbe-043f72dce83d,VOXJAPAN1718810597113,286,Nakau,Restaurants,384172215941539,2024-06-20 05:59:53,530.0,530.0,3.36,79.0,2024-06-20 05:59:56,4.0,21.0,11960.0,2.0
433_2,17,df6dab8a-6a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718822000050,284,Mosburger,Restaurants,384172220586858,2024-06-20 06:07:37,1140.0,1140.0,7.23,171.0,2024-06-20 06:07:41,8.0,15.0,12960.0,2.0
731_2,17,b7362f17-0d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718781239965,287,Sukiya,Restaurants,584172220654680,2024-06-20 06:07:44,710.0,710.0,4.51,106.0,2024-06-20 06:07:48,6.0,21.0,15230.0,2.0
501_2,17,5076b0d6-282e-ef11-abbe-043f72dce83d,VOXJAPAN1718793758773,287,Sukiya,Restaurants,464172224148446,2024-06-20 06:13:33,630.0,630.0,4.0,94.0,2024-06-20 06:13:36,3.0,20.0,13478.0,2.0
285_2,17,806fa271-452e-ef11-abbe-043f72dce83d,VOXJAPAN1718806058186,289,Mcdonalds,Restaurants,584172226879163,2024-06-20 06:18:06,670.0,670.0,4.25,100.0,2024-06-20 06:18:10,6.0,15.0,17979.0,2.0
444_2,17,77f18025-b42e-ef11-abbe-043f72dce83d,VOXJAPAN1718853315151,289,Mcdonalds,Restaurants,304172232502550,2024-06-20 06:27:30,270.0,270.0,1.71,40.0,2024-06-20 06:27:34,2.0,16.0,8270.0,2.0
443_2,17,2b31c666-c52e-ef11-abbe-043f72dce83d,VOXJAPAN1718851152871,289,Mcdonalds,Restaurants,304172235848338,2024-06-20 06:33:03,3040.0,3040.0,19.29,456.0,2024-06-20 06:33:06,3.0,11.0,19259.0,2.0
834_2,17,47f149dc-002e-ef11-abbe-043f72dce83d,VOXJAPAN1718776341842,284,Mosburger,Restaurants,384172255485760,2024-06-20 07:05:47,560.0,560.0,3.55,84.0,2024-06-20 07:05:51,4.0,17.0,14614.0,2.0
720_2,17,e2485c57-2a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718794395253,289,Mcdonalds,Restaurants,304172265106782,2024-06-20 07:21:49,1050.0,1050.0,6.66,157.0,2024-06-20 07:21:55,3.0,36.0,31800.0,2.0
36_2,17,77bcfec4-202e-ef11-abbe-043f72dce83d,VOXJAPAN1718790324099,289,Mcdonalds,Restaurants,304172294312371,2024-06-20 08:10:30,1080.0,1080.0,6.85,162.0,2024-06-20 08:10:33,25.0,17.0,9990.0,2.0
245_2,17,3b178282-c42e-ef11-abbe-043f72dce83d,VOXJAPAN1718860073051,287,Sukiya,Restaurants,384172304868322,2024-06-20 08:28:04,530.0,530.0,3.36,79.0,2024-06-20 08:28:08,4.0,16.0,13795.0,2.0
145_2,17,457c0ae7-c62e-ef11-abbe-043f72dce83d,VOXJAPAN1718860878391,289,Mcdonalds,Restaurants,304172305910268,2024-06-20 08:29:50,1160.0,1160.0,7.36,174.0,2024-06-20 08:29:52,1.0,23.0,14350.0,2.0
721_2,17,ce31a54c-562e-ef11-abbe-043f72dce83d,VOXJAPAN1718813292163,284,Mosburger,Restaurants,304172309314954,2024-06-20 08:35:30,960.0,960.0,6.09,144.0,2024-06-20 08:35:37,7.0,24.0,20830.0,2.0
252_2,17,c1252689-9a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718842592488,289,Mcdonalds,Restaurants,584172312203801,2024-06-20 08:40:19,290.0,290.0,1.84,43.0,2024-06-20 08:40:22,16.0,25.0,8380.0,2.0
591_2,17,0d915797-1e2e-ef11-abbe-043f72dce83d,VOXJAPAN1718788601856,289,Mcdonalds,Restaurants,384172318223168,2024-06-20 08:50:21,150.0,150.0,0.95,22.0,2024-06-20 08:50:25,2.0,26.0,13399.0,2.0
833_2,17,b39edd81-cf2e-ef11-abbe-043f72dce83d,VOXJAPAN1718858578522,284,Mosburger,Restaurants,464172322296445,2024-06-20 08:57:08,1210.0,1210.0,7.68,181.0,2024-06-20 08:57:15,5.0,13.0,10707.0,2.0
732_2,17,ac23d65d-072e-ef11-abbe-043f72dce83d,VOXJAPAN1718779358872,289,Mcdonalds,Restaurants,584172325156763,2024-06-20 09:01:54,1740.0,1740.0,11.04,261.0,2024-06-20 09:01:57,2.0,11.0,15220.0,2.0
731_2,17,b7362f17-0d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718781239965,287,Sukiya,Restaurants,584172326484418,2024-06-20 09:04:07,390.0,390.0,2.47,58.0,2024-06-20 09:04:11,6.0,21.0,15230.0,2.0
559_2,17,0f406d03-7d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718829685785,286,Nakau,Restaurants,464172331895851,2024-06-20 09:13:08,890.0,890.0,5.65,133.0,2024-06-20 09:13:12,1.0,35.0,27220.0,2.0
173_2,17,f603f20c-e42e-ef11-abbe-043f72dce83d,VOXJAPAN1718873912603,284,Mosburger,Restaurants,464172333717451,2024-06-20 09:16:09,1140.0,1140.0,7.23,171.0,2024-06-20 09:16:13,14.0,22.0,13560.0,2.0
102_2,17,3c5e58e9-c72e-ef11-abbe-043f72dce83d,VOXJAPAN1718862097805,284,Mosburger,Restaurants,304172339907714,2024-06-20 09:26:29,980.0,980.0,6.22,147.0,2024-06-20 09:26:45,3.0,18.0,13530.0,2.0
21_2,17,b9d1cce7-475c-ed11-8164-30e17161bfc9,VOXJAPAN1718799980777,287,Sukiya,Restaurants,464172343956487,2024-06-20 09:33:14,1260.0,1260.0,8.0,189.0,2024-06-20 09:33:17,4.0,11.0,12692.0,2.0
445_2,17,60c0d9e6-b72e-ef11-abbe-043f72dce83d,VOXJAPAN1718855057433,287,Sukiya,Restaurants,384172347887016,2024-06-20 09:39:47,600.0,600.0,3.81,90.0,2024-06-20 09:39:52,7.0,18.0,8910.0,2.0
559_2,17,9accfb73-7c2e-ef11-abbe-043f72dce83d,VOXJAPAN1718829685785,289,Mcdonalds,Restaurants,304172349485594,2024-06-20 09:42:27,280.0,280.0,1.78,42.0,2024-06-20 09:43:01,1.0,35.0,27220.0,2.0
580_2,17,fe455505-ea2e-ef11-a578-b8cef6052491,VOXJAPAN1718876719676,289,Mcdonalds,Restaurants,304172356388746,2024-06-20 09:53:57,2020.0,2020.0,12.82,303.0,2024-06-20 09:54:01,4.0,11.0,15340.0,2.0
596_2,17,c220c5d1-8f2e-ef11-abbe-043f72dce83d,VOXJAPAN1718837929307,287,Sukiya,Restaurants,584172358222540,2024-06-20 09:57:01,1030.0,1030.0,6.54,154.0,2024-06-20 09:57:05,2.0,36.0,33980.0,2.0
65_2,17,8352dc1f-e92e-ef11-a578-b8cef6052491,VOXJAPAN1718876374969,289,Mcdonalds,Restaurants,384172365546833,2024-06-20 10:09:12,420.0,420.0,2.67,63.0,2024-06-20 10:09:15,2.0,16.0,12230.0,2.0
239_2,17,b83d61fa-842e-ef11-abbe-043f72dce83d,VOXJAPAN1718833306506,287,Sukiya,Restaurants,464172367155048,2024-06-20 10:11:54,890.0,890.0,5.65,133.0,2024-06-20 10:12:19,5.0,15.0,8640.0,2.0
162_2,17,f4656e9b-972e-ef11-abbe-043f72dce83d,VOXJAPAN1718841339176,287,Sukiya,Restaurants,384172369652568,2024-06-20 10:16:04,1740.0,1740.0,11.04,261.0,2024-06-20 10:16:08,1.0,13.0,16150.0,2.0
777_2,17,243b3537-4e16-ea11-8111-f403434a779a,VOXJAPAN1718856618569,286,Nakau,Restaurants,384172370642457,2024-06-20 10:17:43,1140.0,1140.0,7.23,171.0,2024-06-20 10:18:01,8.0,42.0,27177.0,2.0
156_2,17,34b7ab7b-252e-ef11-abbe-043f72dce83d,VOXJAPAN1718792159447,289,Mcdonalds,Restaurants,384172377187221,2024-06-20 10:28:37,620.0,620.0,3.93,93.0,2024-06-20 10:28:44,14.0,12.0,12750.0,2.0
745_2,17,c8926a90-8b2e-ef11-abbe-043f72dce83d,VOXJAPAN1718836160902,284,Mosburger,Restaurants,464172378656673,2024-06-20 10:31:04,1630.0,1630.0,10.34,244.0,2024-06-20 10:31:25,7.0,24.0,31280.0,2.0
653_2,17,d6192930-df2e-ef11-abbe-043f72dce83d,VOXJAPAN1718871646948,289,Mcdonalds,Restaurants,384172385543209,2024-06-20 10:42:33,1220.0,1220.0,7.74,183.0,2024-06-20 10:42:36,9.0,18.0,14120.0,2.0
780_2,17,192f500d-372e-ef11-abbe-043f72dce83d,VOXJAPAN1718799673362,287,Sukiya,Restaurants,384172389281583,2024-06-20 10:48:47,1140.0,1140.0,7.23,171.0,2024-06-20 10:48:51,3.0,29.0,18170.0,2.0
96_2,17,93ea3ee9-452e-ef11-abbe-043f72dce83d,VOXJAPAN1718806192248,287,Sukiya,Restaurants,304172394443454,2024-06-20 10:57:23,330.0,330.0,2.09,49.0,2024-06-20 10:57:26,6.0,21.0,7330.0,2.0
352_2,17,51ac6eac-a42e-ef11-abbe-043f72dce83d,VOXJAPAN1718846204258,289,Mcdonalds,Restaurants,464172395582978,2024-06-20 10:59:17,420.0,420.0,2.67,63.0,2024-06-20 10:59:51,2.0,24.0,5460.0,2.0
783_2,17,ec660ead-032e-ef11-abbe-043f72dce83d,VOXJAPAN1718774291843,289,Mcdonalds,Restaurants,464172395825366,2024-06-20 10:59:41,1510.0,1510.0,9.58,226.0,2024-06-20 10:59:54,5.0,13.0,21715.0,2.0
836_2,17,31ac7e42-b62e-ef11-abbe-043f72dce83d,VOXJAPAN1718854414745,289,Mcdonalds,Restaurants,584172396003157,2024-06-20 10:59:58,460.0,460.0,2.92,69.0,2024-06-20 11:00:06,3.0,17.0,13700.0,2.0
265_2,17,fbe63a53-a12e-ef11-abbe-043f72dce83d,VOXJAPAN1718845511239,288,Karayama,Restaurants,584172396497301,2024-06-20 11:00:49,549.0,549.0,3.48,82.0,2024-06-20 11:00:51,8.0,28.0,14795.0,2.0
591_2,17,0d915797-1e2e-ef11-abbe-043f72dce83d,VOXJAPAN1718788601856,287,Sukiya,Restaurants,384172398692613,2024-06-20 11:04:28,620.0,620.0,3.93,93.0,2024-06-20 11:04:59,2.0,26.0,13399.0,2.0
357_2,17,40a738c3-1c2e-ef11-abbe-043f72dce83d,VOXJAPAN1718788609838,289,Mcdonalds,Restaurants,464172400113182,2024-06-20 11:06:50,290.0,290.0,1.84,43.0,2024-06-20 11:07:15,2.0,18.0,14290.0,2.0
382_2,17,de818466-942e-ef11-abbe-043f72dce83d,VOXJAPAN1718839918555,289,Mcdonalds,Restaurants,464172400480574,2024-06-20 11:07:27,320.0,320.0,2.03,48.0,2024-06-20 11:07:59,8.0,18.0,9018.0,2.0
465_2,17,b9ef7000-e72e-ef11-a578-b8cef6052491,VOXJAPAN1718875468089,289,Mcdonalds,Restaurants,584172401132882,2024-06-20 11:08:31,750.0,750.0,4.76,112.0,2024-06-20 11:08:56,2.0,19.0,12340.0,2.0
12_2,17,dccec65e-f22e-ef11-a578-b8cef6052491,VOXJAPAN1718880317085,286,Nakau,Restaurants,584172404149079,2024-06-20 11:13:33,980.0,980.0,6.22,147.0,2024-06-20 11:13:37,1.0,26.0,24810.0,2.0
635_2,17,8da5aafe-722e-ef11-abbe-043f72dce83d,VOXJAPAN1718825580445,289,Mcdonalds,Restaurants,464172416537699,2024-06-20 11:34:11,670.0,670.0,4.25,100.0,2024-06-20 11:34:15,3.0,33.0,21115.0,2.0
639_2,17,7599461f-c82e-ef11-abbe-043f72dce83d,VOXJAPAN1718858533233,284,Mosburger,Restaurants,384172417821702,2024-06-20 11:36:21,480.0,480.0,3.05,72.0,2024-06-20 11:36:24,4.0,15.0,9181.0,2.0
140_2,17,a00e0ae8-3a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718801451857,289,Mcdonalds,Restaurants,304172420437770,2024-06-20 11:40:42,1110.0,1110.0,7.04,166.0,2024-06-20 11:40:46,1.0,14.0,9680.0,2.0
825_2,0,d4f8250b-502e-ef11-abbe-043f72dce83d,VOXJAPAN1718810604303,282,24FTest,Restaurants,584172421064585,2024-06-20 11:41:46,140.0,140.0,0.89,0.0,2024-06-20 11:41:48,14.0,19.0,5360.0,2.0
825_2,0,d4f8250b-502e-ef11-abbe-043f72dce83d,VOXJAPAN1718810604303,282,24FTest,Restaurants,384172421343428,2024-06-20 11:42:13,130.0,130.0,0.82,0.0,2024-06-20 11:42:16,14.0,19.0,5360.0,2.0
727_2,17,0c944c03-482e-ef11-abbe-043f72dce83d,VOXJAPAN1718806654709,284,Mosburger,Restaurants,384172438397243,2024-06-20 12:10:37,440.0,440.0,2.79,66.0,2024-06-20 12:10:41,1.0,18.0,9030.0,2.0
836_2,17,31ac7e42-b62e-ef11-abbe-043f72dce83d,VOXJAPAN1718854414745,287,Sukiya,Restaurants,584172454790544,2024-06-20 12:37:58,1260.0,1260.0,8.0,189.0,2024-06-20 12:38:01,3.0,17.0,13700.0,2.0
83_2,17,fcb32c07-9b2e-ef11-abbe-043f72dce83d,VOXJAPAN1718842594710,285,Katsuya,Restaurants,304172455329093,2024-06-20 12:38:52,1034.0,1034.0,6.56,155.0,2024-06-20 12:38:54,2.0,14.0,11338.0,2.0
146_2,17,d69d8dd6-b52e-ef11-abbe-043f72dce83d,VOXJAPAN1718854165370,286,Nakau,Restaurants,584172459376992,2024-06-20 12:45:35,1070.0,1070.0,6.79,160.0,2024-06-20 12:45:40,22.0,23.0,20110.0,2.0
555_2,17,eb3ad8ae-372e-ef11-abbe-043f72dce83d,VOXJAPAN1718800185179,287,Sukiya,Restaurants,304172505572350,2024-06-20 14:02:36,963.0,963.0,6.11,144.0,2024-06-20 14:02:39,4.0,22.0,23634.0,2.0
814_2,17,223b6d9b-102f-ef11-a578-b8cef6052491,VOXJAPAN1718893220938,289,Mcdonalds,Restaurants,304172518908636,2024-06-20 14:24:49,590.0,590.0,3.74,88.0,2024-06-20 14:24:52,4.0,16.0,39782.0,2.0
658_2,17,0e38cefb-f92e-ef11-a578-b8cef6052491,VOXJAPAN1718883503947,288,Karayama,Restaurants,304172528974714,2024-06-20 14:41:36,1318.0,1318.0,8.36,197.0,2024-06-20 14:43:34,2.0,64.0,28127.0,2.0
205_2,17,e20bb61d-0a2f-ef11-a578-b8cef6052491,VOXJAPAN1718890369484,289,Mcdonalds,Restaurants,304172546871691,2024-06-20 15:11:26,940.0,940.0,5.96,141.0,2024-06-20 15:11:59,2.0,27.0,21990.0,2.0
193_2,17,3d2d5ff0-052f-ef11-a578-b8cef6052491,VOXJAPAN1718888120063,289,Mcdonalds,Restaurants,384172749817071,2024-06-20 20:49:39,710.0,710.0,4.51,106.0,2024-06-20 20:49:43,4.0,14.0,9630.0,2.0
