cardholder_id,program_provider_id,card_id,external_user_id,merchant_id,name,category,transaction_id,transaction_date,authorized_amount,transaction_amount,authorized_amount_in_usd,cashback_amount,created_at,Recency,Frequency,Monetary,Cluster
769_4,17,33d851e3-b32e-ef11-abbe-043f72dce83d,VOXJAPAN1718853050799,289,Mcdonalds,Restaurants,384172120735659,2024-06-20 03:21:12,940.0,940.0,5.96,141.0,2024-06-20 03:21:21,20.0,3.0,2590.0,4.0
221_4,17,e6a1f7a0-b32e-ef11-abbe-043f72dce83d,VOXJAPAN1718798236905,289,Mcdonalds,Restaurants,584172123207230,2024-06-20 03:25:19,670.0,670.0,4.25,100.0,2024-06-20 03:25:23,20.0,6.0,4350.0,4.0
4802_4,17,9d182bd9-ac2e-ef11-abbe-043f72dce83d,VOXJAPAN1718850459204,285,Katsuya,Restaurants,384172134812943,2024-06-20 03:44:40,1408.0,1408.0,8.93,211.0,2024-06-20 03:44:43,23.0,2.0,2803.0,4.0
943_4,17,b7ac19ec-b42e-ef11-abbe-043f72dce83d,VOXJAPAN1718852740038,285,Katsuya,Restaurants,304172137444023,2024-06-20 03:49:04,616.0,616.0,3.91,92.0,2024-06-20 03:49:07,17.0,4.0,2363.0,4.0
2904_4,17,c8bd2215-2a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718794294503,285,Katsuya,Restaurants,584172139998882,2024-06-20 03:53:19,1892.0,1892.0,12.01,283.0,2024-06-20 03:53:21,20.0,2.0,3972.0,4.0
4390_4,17,ec7a2097-342e-ef11-abbe-043f72dce83d,VOXJAPAN1718798847618,286,Nakau,Restaurants,464172140830609,2024-06-20 03:54:42,690.0,690.0,4.38,103.0,2024-06-20 03:54:46,22.0,6.0,3690.0,4.0
2428_4,17,5fb69a77-452e-ef11-abbe-043f72dce83d,VOXJAPAN1718806018019,288,Karayama,Restaurants,384172141021869,2024-06-20 03:55:01,549.0,549.0,3.48,82.0,2024-06-20 03:55:05,19.0,3.0,2279.0,4.0
4258_4,17,74e1dcf2-b22e-ef11-abbe-043f72dce83d,VOXJAPAN1718807599363,289,Mcdonalds,Restaurants,584172144234984,2024-06-20 04:00:22,600.0,600.0,3.81,90.0,2024-06-20 04:00:25,24.0,2.0,1760.0,4.0
4930_4,17,d6fd7bfa-b52e-ef11-abbe-043f72dce83d,VOXJAPAN1718854378522,289,Mcdonalds,Restaurants,584172146048170,2024-06-20 04:03:24,620.0,620.0,3.93,93.0,2024-06-20 04:03:28,19.0,4.0,1480.0,4.0
1417_4,17,ce6576b7-222e-ef11-abbe-043f72dce83d,VOXJAPAN1718791145528,284,Mosburger,Restaurants,584172159398489,2024-06-20 04:25:38,120.0,120.0,0.76,18.0,2024-06-20 04:25:41,21.0,8.0,3210.0,4.0
1514_4,17,ff454bfc-8b2e-ef11-abbe-043f72dce83d,VOXJAPAN1718836385476,289,Mcdonalds,Restaurants,384172164925920,2024-06-20 04:34:51,150.0,150.0,0.95,22.0,2024-06-20 04:34:54,29.0,8.0,3100.0,4.0
5010_4,17,c6b4e7a2-372e-ef11-abbe-043f72dce83d,VOXJAPAN1718800151171,286,Nakau,Restaurants,384172178041847,2024-06-20 04:56:44,860.0,860.0,5.46,129.0,2024-06-20 04:56:46,16.0,3.0,3050.0,4.0
3986_4,17,4b74a25b-b42e-ef11-abbe-043f72dce83d,VOXJAPAN1718853628874,289,Mcdonalds,Restaurants,384172180452020,2024-06-20 05:00:44,650.0,650.0,4.12,97.0,2024-06-20 05:00:48,21.0,5.0,3350.0,4.0
419_4,17,27226587-aa2e-ef11-abbe-043f72dce83d,VOXJAPAN1718849327671,287,Sukiya,Restaurants,584172191844634,2024-06-20 05:19:43,810.0,810.0,5.14,121.0,2024-06-20 05:19:47,29.0,4.0,2670.0,4.0
2706_4,17,fbb1c682-f5b0-e811-80fb-1c98ec1324d5,VOXJAPAN1718800269173,289,Mcdonalds,Restaurants,464172201371310,2024-06-20 05:35:36,180.0,180.0,1.14,27.0,2024-06-20 05:35:40,15.0,3.0,2800.0,4.0
4114_4,17,b7b47da8-942e-ef11-abbe-043f72dce83d,VOXJAPAN1718840108552,289,Mcdonalds,Restaurants,464172231808782,2024-06-20 06:26:19,340.0,340.0,2.16,51.0,2024-06-20 06:26:22,26.0,5.0,5340.0,4.0
224_4,17,917ff7d2-9b2e-ef11-abbe-043f72dce83d,VOXJAPAN1718843106247,287,Sukiya,Restaurants,384172232901855,2024-06-20 06:28:09,1790.0,1790.0,11.36,268.0,2024-06-20 06:28:12,16.0,3.0,2700.0,4.0
1395_4,17,06debf2d-432e-ef11-abbe-043f72dce83d,VOXJAPAN1718805083143,287,Sukiya,Restaurants,384172240322172,2024-06-20 06:40:31,1250.0,1250.0,7.93,187.0,2024-06-20 06:40:34,25.0,3.0,4020.0,4.0
3844_4,17,3b527e16-3a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718801037633,289,Mcdonalds,Restaurants,384172289925617,2024-06-20 08:03:11,2010.0,2010.0,12.75,301.0,2024-06-20 08:03:25,20.0,2.0,4260.0,4.0
4609_4,17,d0aa48ea-9e2e-ef11-abbe-043f72dce83d,VOXJAPAN1718844475517,285,Katsuya,Restaurants,384172295733520,2024-06-20 08:12:53,1290.0,1290.0,8.19,193.0,2024-06-20 08:13:02,19.0,3.0,4112.0,4.0
1938_4,17,b56d52cd-4d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718809532962,284,Mosburger,Restaurants,464172301749492,2024-06-20 08:22:53,2070.0,2070.0,13.14,310.0,2024-06-20 08:22:56,29.0,4.0,6890.0,4.0
4325_4,17,f034fe0f-da2e-ef11-abbe-043f72dce83d,VOXJAPAN1718869882336,289,Mcdonalds,Restaurants,584172309309715,2024-06-20 08:35:29,650.0,650.0,4.12,97.0,2024-06-20 08:35:33,19.0,4.0,3710.0,4.0
4977_4,17,0fc01b83-d02e-ef11-abbe-043f72dce83d,VOXJAPAN1718865650232,284,Mosburger,Restaurants,304172314737299,2024-06-20 08:44:32,2580.0,2580.0,16.37,387.0,2024-06-20 08:44:35,20.0,2.0,3720.0,4.0
166_4,17,f77cabb3-df2e-ef11-abbe-043f72dce83d,VOXJAPAN1718872048835,289,Mcdonalds,Restaurants,464172317059677,2024-06-20 08:48:24,470.0,470.0,2.98,70.0,2024-06-20 08:48:27,25.0,2.0,2520.0,4.0
201_4,17,23b884ac-de2e-ef11-abbe-043f72dce83d,VOXJAPAN1718871437604,287,Sukiya,Restaurants,304172352734393,2024-06-20 09:47:52,1310.0,1310.0,8.31,196.0,2024-06-20 09:48:01,20.0,4.0,2980.0,4.0
1389_4,17,6889c47e-e72e-ef11-a578-b8cef6052491,VOXJAPAN1718875670789,284,Mosburger,Restaurants,304172356440476,2024-06-20 09:54:03,1730.0,1730.0,10.98,259.0,2024-06-20 09:54:09,26.0,4.0,4090.0,4.0
2619_4,17,709dbc08-eb2e-ef11-a578-b8cef6052491,VOXJAPAN1718877218316,287,Sukiya,Restaurants,384172363313444,2024-06-20 10:05:29,600.0,600.0,3.81,90.0,2024-06-20 10:05:33,27.0,5.0,3410.0,4.0
588_4,17,16453675-dd2e-ef11-abbe-043f72dce83d,VOXJAPAN1718871040575,287,Sukiya,Restaurants,384172368556278,2024-06-20 10:14:14,1120.0,1120.0,7.11,168.0,2024-06-20 10:14:17,27.0,5.0,4060.0,4.0
1835_4,17,e4bf3ffa-502e-ef11-abbe-043f72dce83d,VOXJAPAN1718811058379,289,Mcdonalds,Restaurants,304172373160164,2024-06-20 10:21:55,1440.0,1440.0,9.14,216.0,2024-06-20 10:22:15,19.0,2.0,2550.0,4.0
1726_4,17,7067a79f-eb2e-ef11-a578-b8cef6052491,VOXJAPAN1718856347001,289,Mcdonalds,Restaurants,304172374267589,2024-06-20 10:23:45,620.0,620.0,3.93,93.0,2024-06-20 10:23:49,18.0,3.0,4400.0,4.0
4475_4,17,cc2d42df-532e-ef11-abbe-043f72dce83d,VOXJAPAN1718812160648,289,Mcdonalds,Restaurants,464172376771555,2024-06-20 10:27:56,400.0,400.0,2.54,60.0,2024-06-20 10:28:21,15.0,4.0,2430.0,4.0
5056_4,17,d10eac6a-4a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718808164133,288,Karayama,Restaurants,304172381482858,2024-06-20 10:35:48,937.0,937.0,5.95,140.0,2024-06-20 10:35:56,21.0,6.0,3914.0,4.0
1389_4,17,6889c47e-e72e-ef11-a578-b8cef6052491,VOXJAPAN1718875670789,284,Mosburger,Restaurants,584172382095981,2024-06-20 10:36:47,360.0,360.0,2.28,54.0,2024-06-20 10:36:51,26.0,4.0,4090.0,4.0
296_4,17,ca96bc60-462e-ef11-abbe-043f72dce83d,VOXJAPAN1718806364571,289,Mcdonalds,Restaurants,584172382626140,2024-06-20 10:37:41,500.0,500.0,3.17,75.0,2024-06-20 10:37:45,28.0,3.0,1500.0,4.0
4713_4,17,27b98017-ea2e-ef11-a578-b8cef6052491,VOXJAPAN1718876451000,287,Sukiya,Restaurants,584172385884495,2024-06-20 10:43:07,2160.0,2160.0,13.71,324.0,2024-06-20 10:43:11,21.0,3.0,3940.0,4.0
4269_4,17,3c9c08e1-f12e-ef11-a578-b8cef6052491,VOXJAPAN1718880072243,285,Katsuya,Restaurants,304172409643252,2024-06-20 11:22:44,1551.0,1551.0,9.84,232.0,2024-06-20 11:22:46,24.0,3.0,2983.0,4.0
4269_4,17,3c9c08e1-f12e-ef11-a578-b8cef6052491,VOXJAPAN1718880072243,285,Katsuya,Restaurants,304172410151859,2024-06-20 11:23:35,200.0,200.0,1.27,30.0,2024-06-20 11:23:37,24.0,3.0,2983.0,4.0
4647_4,17,619a1161-292e-ef11-abbe-043f72dce83d,VOXJAPAN1718793890023,287,Sukiya,Restaurants,304172414207849,2024-06-20 11:30:18,2240.0,2240.0,14.21,336.0,2024-06-20 11:30:22,20.0,3.0,5160.0,4.0
5037_4,17,46cd3e0f-f12e-ef11-a578-b8cef6052491,VOXJAPAN1718879747547,285,Katsuya,Restaurants,464172420221415,2024-06-20 11:40:22,1617.0,1617.0,10.26,242.0,2024-06-20 11:40:25,18.0,3.0,5017.0,4.0
1337_4,17,a65e7195-972e-ef11-abbe-043f72dce83d,VOXJAPAN1718841337511,286,Nakau,Restaurants,304172427308648,2024-06-20 11:52:09,530.0,530.0,3.36,79.0,2024-06-20 11:52:13,16.0,3.0,2100.0,4.0
4373_4,17,8905e9df-fb2e-ef11-a578-b8cef6052491,VOXJAPAN1718884400792,286,Nakau,Restaurants,384172432425283,2024-06-20 12:00:41,910.0,910.0,5.77,136.0,2024-06-20 12:00:44,15.0,5.0,4490.0,4.0
2906_4,17,e00b8935-ea2e-ef11-a578-b8cef6052491,VOXJAPAN1718876773186,289,Mcdonalds,Restaurants,304172434588172,2024-06-20 12:04:16,1340.0,1340.0,8.5,201.0,2024-06-20 12:04:21,15.0,3.0,4730.0,4.0
4148_4,17,1236f747-fe2e-ef11-a578-b8cef6052491,VOXJAPAN1718885443154,289,Mcdonalds,Restaurants,464172440969315,2024-06-20 12:14:55,1390.0,1390.0,8.82,208.0,2024-06-20 12:15:01,27.0,3.0,3730.0,4.0
4410_4,17,d809b25c-322e-ef11-abbe-043f72dce83d,VOXJAPAN1718797843263,285,Katsuya,Restaurants,464172441109166,2024-06-20 12:15:10,681.0,681.0,4.32,102.0,2024-06-20 12:15:12,27.0,2.0,1362.0,4.0
4575_4,17,5deaa85c-eb2e-ef11-a578-b8cef6052491,VOXJAPAN1718877292846,288,Karayama,Restaurants,584172441936336,2024-06-20 12:16:33,979.0,979.0,6.21,146.0,2024-06-20 12:16:35,17.0,3.0,2705.0,4.0
2601_4,17,43746284-9e2e-ef11-abbe-043f72dce83d,VOXJAPAN1718844266333,287,Sukiya,Restaurants,584172460143466,2024-06-20 12:46:53,430.0,430.0,2.73,64.0,2024-06-20 12:46:58,26.0,6.0,1860.0,4.0
1547_4,17,c8974a93-c12e-ef11-abbe-043f72dce83d,VOXJAPAN1718859273501,289,Mcdonalds,Restaurants,464172476945319,2024-06-20 13:14:53,860.0,860.0,5.46,129.0,2024-06-20 13:14:56,20.0,3.0,2810.0,4.0
378_4,17,677c2934-2d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718795678485,284,Mosburger,Restaurants,464172480270515,2024-06-20 13:20:26,1550.0,1550.0,9.84,232.0,2024-06-20 13:20:29,20.0,3.0,5200.0,4.0
4190_4,17,16181da9-372f-ef11-a578-b8cef6052491,VOXJAPAN1718910019621,289,Mcdonalds,Restaurants,464172706652897,2024-06-20 19:37:43,1650.0,1650.0,10.47,247.0,2024-06-20 19:37:50,25.0,3.0,3880.0,4.0
2993_4,17,60c0e7dd-f92e-ef11-a578-b8cef6052491,VOXJAPAN1718883574572,289,Mcdonalds,Restaurants,384172852014013,2024-06-20 23:40:01,180.0,180.0,1.14,27.0,2024-06-20 23:40:04,28.0,4.0,650.0,4.0
1250_4,17,774290a1-5f2f-ef11-a578-b8cef6052491,VOXJAPAN1718886978143,289,Mcdonalds,Restaurants,464172863309413,2024-06-20 23:58:50,1430.0,1430.0,9.06,214.0,2024-06-20 23:58:52,17.0,3.0,3730.0,4.0
4475_4,17,cc2d42df-532e-ef11-abbe-043f72dce83d,VOXJAPAN1718812160648,287,Sukiya,Restaurants,464173018300807,2024-06-21 00:30:30,430.0,430.0,2.72,64.0,2024-06-21 00:30:32,15.0,4.0,2430.0,4.0
2197_4,17,7e58d9f6-4c2f-ef11-a578-b8cef6052491,VOXJAPAN1718919222702,289,Mcdonalds,Restaurants,384173039168398,2024-06-21 01:05:15,1510.0,1510.0,9.56,226.0,2024-06-21 01:05:18,26.0,3.0,5880.0,4.0
5095_4,17,25f11b39-ad2e-ef11-abbe-043f72dce83d,VOXJAPAN1718850649406,289,Mcdonalds,Restaurants,464173040873147,2024-06-21 01:08:07,560.0,560.0,3.55,84.0,2024-06-21 01:08:09,23.0,3.0,2684.0,4.0
3661_4,17,1700e60a-9a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718842363830,289,Mcdonalds,Restaurants,384173043574737,2024-06-21 01:12:36,570.0,570.0,3.61,85.0,2024-06-21 01:12:40,22.0,3.0,1720.0,4.0
3273_4,17,2ad736cf-f62e-ef11-a578-b8cef6052491,VOXJAPAN1718881874873,284,Mosburger,Restaurants,584173074927448,2024-06-21 02:04:51,1990.0,1990.0,12.6,298.0,2024-06-21 02:04:53,14.0,2.0,3528.0,4.0
1161_4,17,60e54c69-e62e-ef11-a578-b8cef6052491,VOXJAPAN1718875082550,289,Mcdonalds,Restaurants,304173078614575,2024-06-21 02:11:01,490.0,490.0,3.1,73.0,2024-06-21 02:11:04,19.0,2.0,890.0,4.0
2978_4,17,7fd90dae-732f-ef11-a578-b8cef6052491,VOXJAPAN1718918197400,284,Mosburger,Restaurants,464173083243785,2024-06-21 02:18:43,870.0,870.0,5.51,130.0,2024-06-21 02:18:46,27.0,4.0,2970.0,4.0
2950_4,17,84c72142-732f-ef11-a578-b8cef6052491,VOXJAPAN1718935515460,289,Mcdonalds,Restaurants,304173088449217,2024-06-21 02:27:24,600.0,600.0,3.8,90.0,2024-06-21 02:27:27,16.0,6.0,3060.0,4.0
2131_4,17,28b1707e-d82e-ef11-abbe-043f72dce83d,VOXJAPAN1718869178962,289,Mcdonalds,Restaurants,584173088703906,2024-06-21 02:27:49,700.0,700.0,4.43,105.0,2024-06-21 02:27:58,29.0,3.0,2870.0,4.0
838_4,17,352f63e0-6e2f-ef11-a578-b8cef6052491,VOXJAPAN1718933807339,289,Mcdonalds,Restaurants,304173090553736,2024-06-21 02:30:54,650.0,650.0,4.12,97.0,2024-06-21 02:30:58,23.0,3.0,1650.0,4.0
15_4,17,6f4ab410-4a2f-ef11-a578-b8cef6052491,VOXJAPAN1718917960091,287,Sukiya,Restaurants,584173091530912,2024-06-21 02:32:33,580.0,580.0,3.67,87.0,2024-06-21 02:32:36,15.0,5.0,3310.0,4.0
3702_4,17,2ffedb83-ef2d-ef11-abbe-043f72dce83d,VOXJAPAN1718769150473,284,Mosburger,Restaurants,584173097260563,2024-06-21 02:42:05,970.0,970.0,6.14,145.0,2024-06-21 02:42:10,17.0,4.0,4300.0,4.0
2889_4,17,98470461-9b2e-ef11-abbe-043f72dce83d,VOXJAPAN1718842992638,289,Mcdonalds,Restaurants,464173104631246,2024-06-21 02:54:23,650.0,650.0,4.12,97.0,2024-06-21 02:54:25,16.0,5.0,2760.0,4.0
3574_4,17,8110d43a-1a2e-ef11-abbe-043f72dce83d,VOXJAPAN1718787442935,289,Mcdonalds,Restaurants,584173108840887,2024-06-21 03:01:23,600.0,600.0,3.8,90.0,2024-06-21 03:01:27,21.0,4.0,1630.0,4.0
4114_4,17,b7b47da8-942e-ef11-abbe-043f72dce83d,VOXJAPAN1718840108552,284,Mosburger,Restaurants,584173108946912,2024-06-21 03:01:33,940.0,940.0,5.95,141.0,2024-06-21 03:01:37,26.0,5.0,5340.0,4.0
124_4,17,06d54a92-742f-ef11-a578-b8cef6052491,VOXJAPAN1718936248855,289,Mcdonalds,Restaurants,304173109435460,2024-06-21 03:02:22,1030.0,1030.0,6.52,154.0,2024-06-21 03:02:25,28.0,3.0,2550.0,4.0
3358_4,17,94a1a304-a42e-ef11-abbe-043f72dce83d,VOXJAPAN1718846600691,289,Mcdonalds,Restaurants,304173117045923,2024-06-21 03:15:03,1200.0,1200.0,7.6,180.0,2024-06-21 03:15:07,19.0,2.0,2400.0,4.0
2913_4,17,6abc159d-fa2e-ef11-a578-b8cef6052491,VOXJAPAN1718883897986,289,Mcdonalds,Restaurants,384173117070034,2024-06-21 03:15:06,520.0,520.0,3.29,78.0,2024-06-21 03:15:16,27.0,9.0,3620.0,4.0
1762_4,17,18f35c1d-7b2f-ef11-a578-b8cef6052491,VOXJAPAN1718939094953,289,Mcdonalds,Restaurants,304173117636771,2024-06-21 03:16:02,770.0,770.0,4.88,115.0,2024-06-21 03:16:31,20.0,3.0,2500.0,4.0
4546_4,17,9739c8b4-e42e-ef11-abbe-043f72dce83d,VOXJAPAN1718874452737,286,Nakau,Restaurants,304173125399611,2024-06-21 03:28:58,1290.0,1290.0,8.17,193.0,2024-06-21 03:29:03,21.0,5.0,5650.0,4.0
2765_4,17,543e3103-7d2f-ef11-a578-b8cef6052491,VOXJAPAN1718939840817,289,Mcdonalds,Restaurants,304173128477399,2024-06-21 03:34:07,1090.0,1090.0,6.9,163.0,2024-06-21 03:34:09,23.0,3.0,2310.0,4.0
1609_4,17,000efb8a-372e-ef11-abbe-043f72dce83d,VOXJAPAN1718800073904,286,Nakau,Restaurants,384173130386661,2024-06-21 03:37:17,690.0,690.0,4.37,103.0,2024-06-21 03:37:21,16.0,4.0,2670.0,4.0
1931_4,17,830e4648-8f2e-ef11-abbe-043f72dce83d,VOXJAPAN1718837771482,289,Mcdonalds,Restaurants,584173142187544,2024-06-21 03:56:57,2280.0,2280.0,14.44,342.0,2024-06-21 03:57:01,29.0,2.0,5160.0,4.0
2843_4,17,1e7adf0a-7e2f-ef11-a578-b8cef6052491,VOXJAPAN1718940204214,286,Nakau,Restaurants,584173142292068,2024-06-21 03:57:08,530.0,530.0,3.36,79.0,2024-06-21 03:57:11,18.0,4.0,1850.0,4.0
2940_4,17,3e1d959a-b52e-ef11-abbe-043f72dce83d,VOXJAPAN1718854204607,285,Katsuya,Restaurants,304173147074190,2024-06-21 04:05:07,516.0,516.0,3.27,77.0,2024-06-21 04:05:15,20.0,2.0,1032.0,4.0
4968_4,17,3778045d-492f-ef11-a578-b8cef6052491,VOXJAPAN1718916725576,289,Mcdonalds,Restaurants,384173151531270,2024-06-21 04:12:32,670.0,670.0,4.24,100.0,2024-06-21 04:12:36,25.0,5.0,6262.0,4.0
4546_4,17,9739c8b4-e42e-ef11-abbe-043f72dce83d,VOXJAPAN1718874452737,289,Mcdonalds,Restaurants,584173155115319,2024-06-21 04:18:30,1860.0,1860.0,11.78,279.0,2024-06-21 04:18:35,21.0,5.0,5650.0,4.0
1006_4,17,a68a9c0a-622f-ef11-a578-b8cef6052491,VOXJAPAN1718928289800,287,Sukiya,Restaurants,304173155343354,2024-06-21 04:18:53,630.0,630.0,3.99,94.0,2024-06-21 04:18:56,18.0,2.0,3402.0,4.0
2496_4,17,7b974dc2-552f-ef11-a578-b8cef6052491,VOXJAPAN1718922969243,287,Sukiya,Restaurants,584173160952451,2024-06-21 04:28:15,530.0,530.0,3.36,79.0,2024-06-21 04:28:21,21.0,6.0,4300.0,4.0
1108_4,17,b667650c-e72e-ef11-a578-b8cef6052491,VOXJAPAN1718875434853,288,Karayama,Restaurants,384173165860460,2024-06-21 04:36:26,759.0,759.0,4.81,113.0,2024-06-21 04:36:38,19.0,2.0,1561.0,4.0
4286_4,17,25fb11c6-6d2f-ef11-a578-b8cef6052491,VOXJAPAN1718933268157,284,Mosburger,Restaurants,304173176154744,2024-06-21 04:53:35,860.0,860.0,5.45,129.0,2024-06-21 04:53:38,15.0,5.0,2750.0,4.0
2421_4,17,0bf88ab1-772f-ef11-a578-b8cef6052491,VOXJAPAN1718937520468,289,Mcdonalds,Restaurants,464173177912409,2024-06-21 04:56:30,380.0,380.0,2.41,57.0,2024-06-21 04:56:33,22.0,3.0,5140.0,4.0
1309_4,17,d1324120-802f-ef11-a578-b8cef6052491,VOXJAPAN1718941127488,284,Mosburger,Restaurants,304173178307821,2024-06-21 04:57:09,2520.0,2520.0,15.96,378.0,2024-06-21 04:57:12,20.0,4.0,6170.0,4.0
4303_4,17,0493d4ce-992e-ef11-abbe-043f72dce83d,VOXJAPAN1718842248045,289,Mcdonalds,Restaurants,464173202254092,2024-06-21 05:37:04,370.0,370.0,2.34,55.0,2024-06-21 05:37:07,16.0,6.0,1280.0,4.0
1683_4,17,026953f7-f02e-ef11-a578-b8cef6052491,VOXJAPAN1718879659727,285,Katsuya,Restaurants,584173204129389,2024-06-21 05:40:12,879.0,879.0,5.57,131.0,2024-06-21 05:40:15,22.0,3.0,2417.0,4.0
2213_4,17,0ac1d49d-b42e-ef11-abbe-043f72dce83d,VOXJAPAN1718853687662,289,Mcdonalds,Restaurants,464173206445268,2024-06-21 05:44:03,350.0,350.0,2.22,52.0,2024-06-21 05:44:07,24.0,5.0,3360.0,4.0
2192_4,17,8dd275bb-7c2f-ef11-a578-b8cef6052491,VOXJAPAN1718939705024,285,Katsuya,Restaurants,384173207135712,2024-06-21 05:45:13,792.0,792.0,5.02,118.0,2024-06-21 05:45:16,23.0,2.0,1422.0,4.0
407_4,17,68217bbc-3d2e-ef11-abbe-043f72dce83d,VOXJAPAN1718802777629,289,Mcdonalds,Restaurants,464173219096371,2024-06-21 06:05:08,520.0,520.0,3.29,78.0,2024-06-21 06:05:10,15.0,2.0,1100.0,4.0
2088_4,17,8c6e5e14-322e-ef11-abbe-043f72dce83d,VOXJAPAN1718797597085,289,Mcdonalds,Restaurants,584173220834508,2024-06-21 06:08:02,240.0,240.0,1.52,36.0,2024-06-21 06:08:05,18.0,3.0,1090.0,4.0
495_4,17,9c5be037-172f-ef11-a578-b8cef6052491,VOXJAPAN1718896109990,289,Mcdonalds,Restaurants,464173223737270,2024-06-21 06:12:52,1090.0,1090.0,6.9,163.0,2024-06-21 06:13:06,18.0,4.0,4260.0,4.0
1203_4,17,7fda9bd2-582f-ef11-a578-b8cef6052491,VOXJAPAN1718924184443,289,Mcdonalds,Restaurants,584173237000898,2024-06-21 06:34:59,1430.0,1430.0,9.06,214.0,2024-06-21 06:35:11,26.0,4.0,6670.0,4.0
1060_4,17,945a241b-982f-ef11-a578-b8cef6052491,VOXJAPAN1718951480546,285,Katsuya,Restaurants,384173237636978,2024-06-21 06:36:03,824.0,824.0,5.22,123.0,2024-06-21 06:36:05,27.0,3.0,2208.0,4.0
3221_4,17,10942d95-0a2f-ef11-a578-b8cef6052491,VOXJAPAN1718890300754,289,Mcdonalds,Restaurants,304173241247314,2024-06-21 06:42:03,420.0,420.0,2.66,63.0,2024-06-21 06:42:06,13.0,2.0,1540.0,4.0
4252_4,17,02228512-a52e-ef11-abbe-043f72dce83d,VOXJAPAN1718846944861,288,Karayama,Restaurants,584173244991163,2024-06-21 06:48:19,2046.0,2046.0,12.96,306.0,2024-06-21 06:48:21,14.0,2.0,2186.0,4.0
1335_4,17,1ccc1712-fe2e-ef11-a578-b8cef6052491,VOXJAPAN1718876553202,289,Mcdonalds,Restaurants,304173254251119,2024-06-21 07:03:44,150.0,150.0,0.95,22.0,2024-06-21 07:03:47,22.0,4.0,600.0,4.0
4012_4,17,e6fff574-492f-ef11-a578-b8cef6052491,VOXJAPAN1718916824760,287,Sukiya,Restaurants,384173257403949,2024-06-21 07:08:59,1250.0,1250.0,7.92,187.0,2024-06-21 07:09:02,19.0,5.0,4530.0,4.0
1715_4,17,b57793e8-d72e-ef11-abbe-043f72dce83d,VOXJAPAN1718869012381,287,Sukiya,Restaurants,464173273970733,2024-06-21 07:36:36,660.0,660.0,4.18,99.0,2024-06-21 07:36:41,18.0,2.0,1150.0,4.0
